job_level,person_level,Employee_type,marital_status_maried_Y_N,gender,age,Education_level,GPA,year_graduated,job_duration_in_current_job_level,job_duration_in_current_person_level,job_duration_in_current_branch,number_of_dependences,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual_leave,sick_leaves,Last_achievement_percentage,Achievement_ab100%d_3quartal,Best_Performance
JG04,PG03,RM_type_A,Y,2,1992,level_4,0.0,2014,1.4,1.4,9.6,1,3,2,3,0,6,3,6.0,0,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,3.2,2009,1.4,1.4,1.6,1,6,3,4,0,9,3,8.6,10,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,3.5,2012,1.4,1.4,6.5,1,2,2,3,0,2,3,9.3,10,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.2,2013,1.4,1.4,1.2,1,3,2,3,0,3,3,7.6,0,0
JG04,PG03,RM_type_B,Y,2,1991,level_4,3.3,2012,1.4,1.4,6.5,0,3,2,2,0,6,3,9.5,10,0
JG04,PG03,RM_type_B,Y,1,1989,level_4,3.3,2013,1.4,1.4,1.2,0,3,3,4,0,7,2,7.6,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.1,2013,1.4,1.4,2.8,1,6,5,4,0,8,2,7.5,0,0
JG04,PG03,RM_type_A,Y,2,1983,level_4,0.0,2011,1.4,1.4,1.2,1,6,3,5,0,5,2,7.1,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,2.8,2011,1.4,1.4,1.1,0,5,4,4,0,2,2,5.3,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,2.8,2013,1.4,1.4,0.0,0,3,4,3,0,4,2,4.0,0,0
JG04,PG03,RM_type_A,N,2,1989,level_4,3.4,2011,1.4,1.4,15.0,0,5,2,3,0,3,2,4.2,10,0
JG04,PG03,RM_type_A,Y,1,1990,level_4,3.7,2012,1.4,1.4,1.4,1,2,2,3,0,0,2,6.0,0,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,3.2,2013,1.4,1.4,9.1,1,3,2,3,0,2,2,4.1,0,0
JG04,PG03,RM_type_A,Y,2,1982,level_4,3.1,2005,1.4,1.4,1.6,1,5,3,3,0,3,2,4.8,0,0
JG04,PG03,RM_type_A,Y,1,1990,level_4,0.0,2012,1.4,1.4,6.5,2,4,3,3,0,3,2,7.6,0,1
JG04,PG03,RM_type_A,Y,1,1989,level_4,0.0,2011,1.4,1.4,8.7,0,4,3,3,0,6,2,8.9,10,0
JG04,PG03,RM_type_A,Y,2,1982,level_4,3.2,2005,1.4,1.4,1.2,2,7,3,3,0,0,2,10.6,30,0
JG04,PG03,RM_type_A,N,2,1987,level_4,2.8,2009,1.4,1.4,1.1,0,6,3,3,0,6,2,6.8,0,0
JG04,PG03,RM_type_A,Y,1,1984,level_4,3.1,2010,1.4,1.4,4.1,1,5,5,3,0,5,2,4.9,0,0
JG04,PG03,RM_type_A,Y,2,1985,level_4,3.0,2009,1.4,1.4,1.8,3,7,3,3,0,1,2,6.3,0,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,3.2,2009,1.4,1.4,1.2,1,6,3,3,0,5,2,6.7,0,1
JG04,PG03,RM_type_A,Y,2,1985,level_4,3.1,2010,1.4,1.4,1.6,1,6,4,3,0,1,2,5.9,0,0
JG04,PG03,RM_type_A,Y,2,1986,level_4,3.1,2009,1.4,1.4,10.0,3,6,3,3,0,3,2,9.9,30,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,2.8,2011,1.4,1.4,1.2,0,4,3,3,0,3,2,7.6,0,1
JG04,PG03,RM_type_B,Y,2,1988,level_4,0.3,2015,1.4,1.4,1.4,0,2,2,2,0,2,2,1.3,0,1
JG04,PG03,RM_type_B,Y,2,1988,level_4,3.0,2012,1.4,1.4,1.6,0,4,2,2,0,5,2,4.9,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.1,2013,1.4,1.4,1.2,0,3,2,2,0,4,2,5.1,0,0
JG04,PG03,RM_type_B,Y,2,1988,level_4,3.3,2015,1.4,1.4,1.4,0,2,2,2,0,2,2,8.1,0,1
JG04,PG03,RM_type_A,Y,2,1986,level_4,3.0,2010,1.4,1.4,6.5,0,5,4,2,0,0,2,9.1,10,1
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.2,2010,1.4,1.4,1.6,0,5,2,2,0,7,2,8.5,10,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,0.3,2010,1.4,1.4,1.6,1,4,2,2,0,6,2,5.5,0,0
JG04,PG03,RM_type_A,Y,2,1985,level_4,3.0,2008,1.4,1.4,1.1,1,5,3,2,0,2,2,7.4,0,1
JG04,PG03,RM_type_B,N,1,1989,level_4,3.3,2011,1.4,1.4,10.0,0,5,4,2,0,3,2,4.9,0,0
JG04,PG03,RM_type_B,N,2,1989,level_4,3.0,2012,1.4,1.4,1.5,0,2,2,2,0,4,2,5.8,0,0
JG04,PG03,RM_type_B,Y,2,1988,level_4,3.4,2011,1.4,1.4,1.5,1,2,1,2,0,3,2,9.8,10,0
JG04,PG03,RM_type_B,N,2,1984,level_4,3.2,2009,1.4,1.4,1.6,0,4,2,2,0,3,2,7.5,0,0
JG04,PG03,RM_type_B,Y,1,1987,level_4,3.0,2010,1.4,1.4,1.6,1,3,1,2,0,7,2,7.5,0,0
JG04,PG03,RM_type_B,Y,1,1985,level_4,3.0,2012,1.4,1.4,1.2,0,4,3,5,0,4,2,3.8,0,0
JG04,PG03,RM_type_B,Y,2,1991,level_4,3.1,2014,1.4,1.4,1.2,1,3,2,2,0,9,2,1.3,0,1
JG04,PG03,RM_type_B,Y,2,1987,level_4,3.7,2011,1.4,1.4,1.2,1,4,2,5,0,7,2,1.2,30,0
JG04,PG03,RM_type_A,Y,2,1985,level_4,2.7,2008,1.4,1.4,1.2,1,6,3,4,0,7,2,10.3,10,0
JG04,PG03,RM_type_B,Y,2,1990,level_4,3.1,2013,1.4,1.4,1.2,0,5,2,3,0,2,2,9.4,30,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,2.9,2009,1.4,1.4,1.2,0,3,2,2,0,1,2,6.2,0,1
JG04,PG03,RM_type_A,N,1,1987,level_4,3.2,2008,1.4,1.4,1.2,0,6,3,3,0,4,2,5.6,0,0
JG04,PG03,RM_type_A,Y,2,1983,level_4,3.0,2006,1.4,1.4,1.2,2,6,3,4,0,7,2,10.4,30,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.1,2014,1.4,1.4,1.2,2,3,2,3,0,7,2,8.4,0,1
JG04,PG03,RM_type_B,Y,1,1989,level_4,3.5,2012,1.4,1.4,1.2,0,4,3,5,0,3,2,6.6,0,1
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.1,2010,1.4,1.4,1.2,1,6,5,3,0,3,2,7.2,0,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,0.0,2015,1.4,1.4,1.2,1,2,2,3,0,5,2,5.4,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.1,2010,1.4,1.4,1.2,1,3,2,3,0,0,2,5.7,0,0
JG04,PG03,RM_type_B,Y,1,1983,level_4,3.0,2008,1.4,1.4,1.2,0,5,3,3,0,6,2,8.8,10,0
JG04,PG03,RM_type_B,Y,2,1991,level_4,0.3,2013,1.4,1.4,1.2,1,3,2,2,0,5,2,7.0,0,0
JG04,PG03,RM_type_B,Y,2,1990,level_4,3.3,2015,1.4,1.4,1.6,0,2,1,2,0,3,1,6.1,0,1
JG04,PG03,RM_type_A,N,2,1988,level_4,0.0,2010,1.4,1.4,1.9,0,4,1,4,0,7,1,7.4,0,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,2.8,2009,1.4,1.4,1.2,2,6,5,3,0,5,1,7.0,0,1
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.5,2013,1.4,1.4,1.9,0,4,1,2,0,5,1,10.3,30,1
JG04,PG03,RM_type_B,Y,1,1990,level_4,3.3,2013,1.4,1.4,1.8,0,3,1,2,0,10,1,8.9,10,0
JG04,PG03,RM_type_A,Y,1,1988,level_4,3.3,2010,1.4,1.4,2.0,2,4,1,2,0,9,1,9.8,20,1
JG04,PG03,RM_type_A,Y,2,1983,level_4,0.0,2005,1.4,1.4,5.0,3,7,5,5,0,0,1,7.9,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.1,2010,1.4,1.4,5.0,1,6,6,5,0,6,1,6.1,0,0
JG04,PG03,RM_type_B,Y,2,1987,level_4,3.1,2010,1.4,1.4,1.6,2,3,1,2,0,2,1,5.8,0,0
JG04,PG03,RM_type_A,N,1,1988,level_4,3.9,2010,1.4,1.4,1.6,0,3,1,3,0,3,1,1.8,0,0
JG04,PG03,RM_type_B,Y,1,1990,level_4,3.4,2013,1.4,1.4,1.5,0,2,1,2,0,3,1,3.4,0,0
JG04,PG03,RM_type_A,Y,2,1986,level_4,3.0,2010,1.4,1.4,1.2,1,6,5,4,0,6,1,9.1,10,1
JG04,PG03,RM_type_B,Y,2,1984,level_4,3.1,2007,1.4,1.4,1.7,1,3,1,3,0,4,1,5.9,0,1
JG04,PG03,RM_type_A,Y,1,1990,level_4,2.9,2012,1.4,1.4,1.7,2,5,5,4,0,8,1,5.9,0,0
JG04,PG03,RM_type_C,Y,1,1986,level_4,0.3,2008,1.4,1.4,10.0,0,6,5,3,0,3,1,6.4,0,1
JG04,PG03,RM_type_A,Y,1,1984,level_4,3.5,2007,1.4,1.4,0.0,2,6,4,3,0,8,1,3.8,0,0
JG04,PG03,RM_type_A,Y,2,1986,level_4,2.8,2009,1.4,1.4,1.1,0,6,4,4,0,3,1,5.4,0,0
JG04,PG03,RM_type_B,Y,2,1984,level_4,2.8,2007,1.4,1.4,1.1,1,6,4,2,0,4,1,7.7,0,1
JG04,PG03,RM_type_C,Y,1,1988,level_4,0.0,2010,1.4,1.4,1.6,1,6,4,4,0,4,1,7.3,0,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,3.1,2008,1.4,1.4,1.2,0,5,4,2,0,5,1,4.9,0,1
JG04,PG03,RM_type_A,Y,1,1987,level_4,3.1,2008,1.4,1.4,1.1,2,6,4,4,0,3,1,6.4,0,0
JG04,PG03,RM_type_A,Y,1,1990,level_4,2.9,2011,1.4,1.4,6.5,1,5,4,3,0,3,1,5.2,0,0
JG04,PG03,RM_type_A,N,2,1989,level_4,3.1,2012,1.4,1.4,9.6,0,5,4,3,0,0,1,6.0,0,1
JG04,PG03,RM_type_A,Y,2,1986,level_4,0.3,2009,1.4,1.4,10.0,1,5,3,3,0,4,1,5.2,0,0
JG04,PG03,RM_type_C,Y,1,1986,level_4,3.2,2009,1.4,1.4,1.6,1,5,3,4,0,2,1,9.1,10,0
JG04,PG03,RM_type_B,Y,1,1987,level_4,0.0,2009,1.4,1.4,9.6,3,5,3,4,0,3,1,8.1,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.2,2009,1.4,1.4,1.2,0,5,3,2,0,4,1,11.4,30,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,0.3,2012,1.4,1.4,6.5,1,3,3,2,0,9,1,10.2,30,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.3,2012,1.4,1.4,1.6,1,5,3,2,0,3,1,6.5,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,0.3,2010,1.4,1.4,5.0,2,4,3,2,0,6,1,8.7,10,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,0.0,2010,1.4,1.4,1.1,1,5,3,4,0,1,1,8.1,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,2.8,2010,1.4,1.4,1.2,1,6,3,3,0,0,1,10.3,30,1
JG04,PG03,RM_type_B,Y,2,1985,level_4,0.3,2009,1.4,1.4,4.1,1,5,3,3,0,6,1,4.0,0,0
JG04,PG03,RM_type_A,Y,2,1986,level_4,2.8,2008,1.4,1.4,8.2,3,5,3,3,0,2,1,6.4,0,0
JG04,PG03,RM_type_A,Y,1,1989,level_4,3.4,2012,1.4,1.4,1.2,0,5,3,3,0,5,1,6.0,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.4,2010,1.4,1.4,1.2,2,5,3,3,0,6,1,7.6,0,0
JG04,PG03,RM_type_B,Y,1,1988,level_4,3.3,2012,1.4,1.4,1.2,2,5,3,3,0,3,1,7.7,0,0
JG04,PG03,RM_type_B,Y,1,1985,level_4,3.4,2008,1.4,1.4,10.0,2,6,3,3,0,0,1,8.0,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,2.9,2009,1.4,1.4,1.6,0,4,3,2,0,0,1,4.6,0,1
JG04,PG03,RM_type_B,Y,1,1990,level_4,3.5,2014,1.4,1.4,15.0,1,4,3,2,0,2,1,7.6,0,1
JG04,PG03,RM_type_A,Y,2,1984,level_4,2.8,2007,1.4,1.4,5.0,2,4,3,3,0,2,1,9.3,30,0
JG04,PG03,RM_type_B,Y,1,1981,level_4,0.4,2003,1.4,1.4,1.6,2,5,3,3,0,2,1,5.2,0,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,3.8,2009,1.4,1.4,1.2,1,6,3,4,0,3,1,8.5,20,0
JG04,PG03,RM_type_A,Y,1,1988,level_4,3.1,2010,1.4,1.4,1.6,1,5,3,3,0,4,1,7.5,0,1
JG04,PG03,RM_type_A,N,1,1986,level_4,3.4,2008,1.4,1.4,1.6,0,3,2,2,0,5,1,4.5,0,0
JG04,PG03,RM_type_B,Y,2,1991,level_4,3.7,2013,1.4,1.4,1.4,0,4,2,3,0,3,1,3.8,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.1,2010,1.4,1.4,1.6,1,5,2,2,0,5,1,10.7,10,0
JG04,PG03,RM_type_C,Y,1,1989,level_4,3.3,2012,1.4,1.4,1.9,0,4,2,3,0,3,1,7.8,0,0
JG04,PG03,RM_type_A,N,2,1992,level_4,3.3,2014,1.4,1.4,6.5,0,3,2,3,0,3,1,8.3,0,0
JG04,PG03,RM_type_A,N,2,1990,level_4,3.2,2017,1.4,1.4,1.6,0,4,2,2,0,3,1,8.0,0,1
JG04,PG03,RM_type_A,Y,2,1987,level_4,2.9,2011,1.4,1.4,1.2,1,4,2,3,0,0,1,8.5,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,0.3,2011,1.4,1.4,1.9,1,4,2,3,0,5,1,8.7,30,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,0.3,2011,1.4,1.4,1.9,1,5,2,2,0,5,1,7.8,0,0
JG04,PG03,RM_type_B,Y,2,1990,level_4,0.3,2012,1.4,1.4,6.5,1,3,2,3,0,1,1,7.5,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.1,2012,1.4,1.4,1.5,1,5,2,2,0,5,1,6.5,0,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,0.0,2014,1.4,1.4,1.1,1,4,2,2,0,2,1,9.1,30,0
JG04,PG03,RM_type_A,Y,1,1989,level_4,3.3,2012,1.4,1.4,1.7,0,5,2,3,0,3,1,6.3,0,0
JG04,PG03,RM_type_B,Y,2,1990,level_4,3.3,2008,1.4,1.4,1.6,1,4,2,2,0,3,1,5.9,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.2,2012,1.4,1.4,1.6,0,5,2,4,0,4,1,6.4,0,0
JG04,PG03,RM_type_B,Y,2,1987,level_4,0.0,2012,1.4,1.4,1.1,1,2,2,2,0,3,1,5.5,0,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,3.1,2012,1.4,1.4,2.1,1,5,2,2,0,3,1,8.2,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.4,2011,1.4,1.4,1.6,1,3,2,3,0,3,1,6.5,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.5,2011,1.4,1.4,1.6,1,3,2,4,0,3,1,7.2,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.1,2011,1.4,1.4,0.0,0,3,2,3,0,3,1,6.4,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.4,2009,1.4,1.4,1.8,1,6,2,2,0,5,1,8.2,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,2.8,2012,1.4,1.4,1.2,2,4,2,4,0,3,1,5.5,0,0
JG04,PG03,RM_type_C,Y,1,1991,level_4,3.5,2014,1.4,1.4,1.2,1,3,2,4,0,9,1,9.7,10,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,0.3,2012,1.4,1.4,1.2,3,3,2,3,0,3,1,8.5,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.2,2011,1.4,1.4,1.2,1,4,2,3,0,5,1,6.0,0,0
JG04,PG03,RM_type_A,Y,2,1991,level_4,3.2,2013,1.4,1.4,1.2,1,4,2,2,0,5,1,7.4,0,1
JG04,PG03,RM_type_B,Y,2,1989,level_4,0.3,2012,1.4,1.4,7.1,2,3,2,2,0,4,1,6.8,0,0
JG04,PG03,RM_type_A,N,2,1991,level_4,3.2,2015,1.4,1.4,7.1,0,3,2,6,0,3,1,7.3,0,0
JG04,PG03,RM_type_B,N,2,1990,level_4,3.1,2012,1.4,1.4,7.1,0,3,2,2,0,1,1,7.7,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,0.3,2015,1.4,1.4,7.1,1,3,2,2,0,2,1,6.7,0,1
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.2,2013,1.4,1.4,7.1,0,3,2,3,0,5,1,6.6,0,0
JG04,PG03,RM_type_A,Y,2,1992,level_4,3.5,2013,1.4,1.4,7.1,1,2,2,3,0,2,1,4.3,0,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,2.8,2011,1.4,1.4,7.1,2,3,2,2,0,6,1,5.3,0,0
JG04,PG03,RM_type_B,N,1,1992,level_4,3.5,2014,1.4,1.4,7.1,0,2,2,2,0,9,1,5.7,0,1
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.1,2011,1.4,1.4,7.1,0,4,3,2,0,6,1,8.6,30,0
JG04,PG03,RM_type_A,Y,2,1983,level_4,2.7,2006,1.4,1.4,7.1,2,6,3,4,0,2,1,8.3,0,1
JG04,PG03,RM_type_A,Y,2,1985,level_4,0.0,2011,1.4,1.4,7.1,1,5,3,4,0,3,1,7.9,10,0
JG04,PG03,RM_type_A,Y,1,1987,level_4,3.5,2009,1.4,1.4,7.1,1,6,3,3,0,10,1,9.2,30,0
JG04,PG03,RM_type_B,Y,2,1990,level_4,3.1,2012,1.4,1.4,7.1,1,4,3,2,0,7,1,7.8,0,0
JG04,PG03,RM_type_B,N,1,1986,level_4,0.0,2011,1.4,1.4,7.1,0,6,3,2,0,2,1,8.3,0,0
JG04,PG03,RM_type_B,Y,1,1988,level_4,0.0,2009,1.4,1.4,7.1,1,4,3,2,0,3,1,6.3,0,0
JG04,PG03,RM_type_A,Y,2,1986,level_4,0.0,2010,1.4,1.4,7.1,1,5,3,3,0,2,1,10.5,30,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.4,2011,1.4,1.4,7.1,1,5,3,3,0,2,1,8.4,0,0
JG04,PG03,RM_type_A,Y,1,1986,level_4,3.1,2009,1.4,1.4,7.1,1,6,3,3,0,3,1,5.9,0,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,0.3,2010,1.4,1.4,7.1,1,4,3,2,0,0,1,6.2,0,0
JG04,PG03,RM_type_A,Y,1,1991,level_4,3.6,2012,1.4,1.4,7.1,0,4,3,3,0,12,1,6.8,0,0
JG04,PG03,RM_type_B,Y,1,1986,level_4,3.4,2008,1.4,1.4,7.1,2,6,5,3,0,2,1,4.8,0,0
JG04,PG03,RM_type_A,Y,2,1985,level_4,0.0,2009,1.4,1.4,7.1,2,6,4,5,0,8,1,10.2,30,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,0.0,2009,1.4,1.4,7.1,1,6,4,5,0,2,1,8.6,10,0
JG04,PG03,RM_type_B,Y,1,1981,level_4,3.4,2005,1.4,1.4,7.1,2,6,4,6,0,0,1,9.8,20,0
JG04,PG03,RM_type_C,Y,1,1986,level_4,0.0,2009,1.4,1.4,7.1,0,6,4,3,0,6,1,5.7,0,0
JG04,PG03,RM_type_B,Y,2,1987,level_4,0.0,2011,1.4,1.4,7.1,1,5,4,2,0,5,1,9.1,30,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,2.8,2008,1.4,1.4,7.1,3,7,5,5,0,0,1,7.7,0,0
JG04,PG03,RM_type_A,N,2,1988,level_4,2.9,2012,1.4,1.4,7.1,0,3,4,3,0,3,1,5.5,0,0
JG04,PG03,RM_type_B,N,1,1989,level_4,3.3,2011,1.4,1.4,7.1,0,5,6,2,0,4,1,4.9,0,1
JG04,PG03,RM_type_B,Y,2,1986,level_4,3.0,2009,1.4,1.4,7.1,1,6,4,2,0,9,1,8.0,0,0
JG04,PG03,RM_type_B,Y,1,1987,level_4,3.5,2011,1.4,1.4,7.1,2,6,4,2,0,4,1,9.0,10,0
JG04,PG03,RM_type_B,Y,1,1985,level_4,2.8,2007,1.4,1.4,7.1,1,6,4,2,0,4,1,8.6,10,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.6,2011,1.4,1.4,7.1,1,4,4,3,0,6,1,8.9,30,0
JG04,PG03,RM_type_B,N,2,1989,level_4,0.3,2015,1.4,1.4,7.1,0,2,2,2,0,1,2,1.2,20,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,0.3,2011,1.4,1.4,7.1,1,3,2,4,0,0,2,12.3,30,0
JG04,PG03,RM_type_B,Y,2,1986,level_4,2.8,2011,1.4,1.4,7.1,1,4,3,5,0,0,2,9.0,10,1
JG04,PG03,RM_type_B,Y,2,1984,level_4,0.0,2009,1.4,1.4,7.1,2,5,3,2,0,6,2,10.4,10,0
JG04,PG03,RM_type_C,Y,2,1987,level_4,0.0,2010,1.4,1.4,7.1,2,6,4,4,0,0,2,6.2,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.0,2010,1.4,1.4,7.1,0,4,3,3,0,2,2,5.6,0,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,3.1,2012,1.4,1.4,7.1,1,4,2,4,0,3,2,10.4,30,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.1,2008,1.4,1.4,7.1,1,6,5,4,0,0,2,6.9,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.2,2014,1.4,1.4,7.1,1,4,4,3,0,3,2,7.5,0,0
JG04,PG03,RM_type_B,N,1,1989,level_4,2.8,2012,1.4,1.4,7.1,0,4,2,3,0,10,2,9.4,30,0
JG04,PG03,RM_type_B,N,1,1986,level_4,0.0,2009,1.4,1.4,7.1,0,6,4,4,0,6,2,6.4,0,0
JG04,PG03,RM_type_B,Y,2,1992,level_4,0.0,2014,1.4,1.4,7.1,0,4,3,2,0,5,2,7.5,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,2.8,2010,1.4,1.4,7.1,0,4,3,2,0,4,2,5.3,10,0
JG04,PG03,RM_type_A,N,2,1986,level_4,3.1,2011,1.4,1.4,7.1,0,6,3,4,0,0,2,6.2,0,1
JG04,PG03,RM_type_B,Y,2,1990,level_4,3.1,2012,1.4,1.4,7.1,1,5,3,2,0,3,2,7.9,0,0
JG04,PG03,RM_type_A,Y,2,1988,level_4,3.2,2012,1.4,1.4,7.1,1,5,2,4,0,2,2,8.4,0,0
JG04,PG03,RM_type_B,Y,1,1991,level_4,3.8,2014,1.4,1.4,7.1,1,3,2,2,0,3,2,5.6,0,0
JG04,PG03,RM_type_B,N,2,1990,level_4,3.0,2012,1.4,1.4,7.1,0,3,2,3,0,4,2,7.3,0,1
JG04,PG03,RM_type_B,Y,2,1986,level_4,3.1,2010,1.4,1.4,7.1,0,3,2,2,0,3,2,6.5,0,0
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.3,2011,1.4,1.4,7.1,0,4,3,2,0,5,3,9.9,30,0
JG04,PG03,RM_type_A,Y,1,1985,level_4,0.3,2006,1.4,1.4,7.1,1,5,5,2,0,7,3,8.9,30,0
JG04,PG03,RM_type_A,Y,2,1984,level_4,3.7,2006,1.4,1.4,7.1,1,6,3,3,0,2,3,9.4,20,0
JG04,PG03,RM_type_B,Y,2,1984,level_4,3.1,2015,1.4,1.4,7.1,1,2,2,2,0,7,3,4.8,0,0
JG04,PG03,RM_type_A,Y,2,1990,level_4,3.2,2013,1.4,1.4,7.1,0,3,3,3,0,5,3,1.3,0,0
JG04,PG03,RM_type_B,Y,1,1989,level_4,3.5,2011,1.4,1.4,7.1,2,3,2,2,0,5,3,7.7,0,0
JG04,PG03,RM_type_C,Y,2,1990,level_4,3.3,2013,1.4,1.4,7.1,1,4,2,3,0,5,3,5.4,0,0
JG04,PG03,RM_type_B,Y,1,1989,level_4,3.2,2011,1.4,1.4,7.1,1,4,2,2,0,8,3,8.4,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,0.0,2011,1.4,1.4,7.1,0,5,4,3,0,3,3,6.3,0,0
JG04,PG03,RM_type_A,Y,1,1990,level_4,3.3,2012,1.4,1.4,7.1,1,3,2,3,0,8,3,6.5,0,0
JG04,PG03,RM_type_A,Y,2,1989,level_4,3.3,2010,1.4,1.4,7.1,1,6,4,3,0,6,3,7.9,0,1
JG04,PG03,RM_type_A,Y,2,1990,level_4,3.2,2013,1.4,1.4,7.1,1,2,2,2,0,0,3,4.3,0,0
JG04,PG03,RM_type_A,Y,1,1986,level_4,3.0,2008,1.4,1.4,7.1,1,5,4,3,0,3,3,6.8,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.2,2010,1.4,1.4,7.1,1,4,2,3,0,0,4,1.9,0,0
JG04,PG03,RM_type_C,Y,1,1987,level_4,0.3,2011,1.4,1.4,7.1,0,4,3,3,0,7,4,1.3,0,0
JG04,PG03,RM_type_A,Y,1,1990,level_4,0.0,2013,1.4,1.4,7.1,1,3,2,3,0,3,4,4.4,0,1
JG04,PG03,RM_type_A,Y,1,1983,level_4,0.3,2005,1.4,1.4,7.1,1,6,3,4,0,1,4,1.2,30,0
JG04,PG03,RM_type_A,N,1,1987,level_4,0.0,2010,1.4,1.4,7.1,0,4,3,3,0,2,4,9.3,30,0
JG04,PG03,RM_type_B,Y,1,1985,level_4,3.3,2008,1.4,1.4,7.1,0,4,3,2,0,5,5,9.8,30,1
JG04,PG03,RM_type_B,Y,2,1989,level_4,3.5,2012,1.4,1.4,7.1,1,3,2,3,0,3,4,6.6,0,0
JG04,PG03,RM_type_B,Y,2,1987,level_4,2.8,2014,1.4,1.4,7.1,1,3,3,3,0,7,4,5.9,0,0
JG04,PG03,RM_type_A,Y,1,1985,level_4,0.0,2007,1.4,1.4,7.1,1,6,6,4,0,8,9,7.4,0,0
JG04,PG03,RM_type_B,Y,2,1988,level_4,3.1,2012,1.4,1.4,7.1,1,4,4,2,0,7,5,6.5,0,0
JG04,PG03,RM_type_B,Y,1,1987,level_4,3.3,2010,1.4,1.4,7.1,2,5,3,4,0,6,12,7.8,0,1
JG04,PG03,RM_type_C,Y,1,1987,level_4,3.7,2009,1.4,1.4,7.1,0,6,3,3,0,5,6,6.5,0,0
JG04,PG03,RM_type_B,Y,2,1983,level_4,2.9,2008,1.4,1.4,7.1,1,6,4,4,0,2,7,4.3,0,0
JG04,PG03,RM_type_A,N,2,1989,level_4,3.4,2013,1.4,1.4,7.1,0,3,2,5,0,0,5,3.9,0,0
JG04,PG03,RM_type_A,N,2,1988,level_4,0.0,2011,1.4,1.4,7.1,0,5,3,3,0,6,4,6.0,0,0
JG04,PG03,RM_type_A,Y,2,1987,level_4,3.0,2011,1.4,1.4,7.1,1,5,3,4,0,4,7,9.5,30,0
